instructions,L1-icache-load-misses,dTLB-load-misses,branch-misses,iTLB-load-misses
7311,366,60,28,57
828,177,12,13,18
4027,561,73,39,75
6509,380,61,29,60
830,149,13,12,18
3197,532,72,40,72
7424,400,62,30,54
4047,552,73,45,73
837,197,13,14,23
6536,434,61,32,55
830,163,14,47,73
13973,906,296,574,132
484531,4318,3223,2030,1386
4027,619,67,54,63
828,144,12,13,16
7348,530,73,45,66
0,0,0,0,0
4036,581,73,48,75
6622,411,62,34,61
4047,579,75,48,62
828,141,12,13,15
6529,550,74,42,74
4040,408,61,33,51
10279,795,168,85,125
828,161,12,15,18
6826,753,152,68,120
6529,392,71,30,75
830,140,13,12,20
3210,767,151,62,119
10207,382,73,32,67
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,7
52274,2243,321,233,291
11338,1086,143,83,165
959,524,72,43,89
7208,141,12,12,20
3197,374,60,31,54
961,544,73,40,77
7255,143,13,14,23
4027,526,73,43,78
6481,389,60,27,58
961,535,72,43,75
3896,144,13,13,21
6516,393,61,29,58
4027,508,73,43,76
828,141,13,13,20
6615,419,64,28,66
3902,467,69,44,74
830,141,13,13,20
6558,535,73,41,74
4027,385,61,28,61
828,153,15,40,77
7311,523,70,12,20
3197,372,61,31,58
830,182,13,11,19
7309,542,71,41,73
3199,372,60,28,60
828,152,13,12,21
6616,523,72,46,81
4027,378,61,30,56
830,149,13,13,26
7450,567,74,45,68
3219,402,61,31,55
969,570,73,42,71
7218,154,12,12,17
3210,385,65,43,107
10146,817,159,58,63
828,154,13,13,14
3360,543,74,42,70
9429,488,115,55,74
830,151,12,12,13
4027,555,74,48,72
6615,421,62,31,51
37672,1038,180,129,153
3199,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,4,15,21
19540,1879,286,154,273
10507,968,72,38,72
4027,563,72,40,68
830,146,13,11,16
6649,407,68,33,54
11724,745,90,110,80
4047,153,13,13,15
6510,432,61,30,49
3047,555,74,41,67
1830,137,12,11,16
6529,398,61,30,60
5597,600,75,73,71
828,125,13,13,19
7346,532,73,41,68
3197,388,60,29,51
830,141,13,12,16
7557,641,76,48,75
10134,981,87,202,87
7309,393,60,27,55
830,142,12,12,18
4027,530,72,40,66
6509,392,61,29,55
828,177,13,11,19
4027,585,73,38,68
6509,399,60,28,52
830,153,13,35,66
4027,557,71,13,16
6594,402,62,27,48
828,145,13,12,18
3357,526,74,40,71
7191,373,62,29,56
3650,416,90,46,58
3217,522,85,40,88
